## Physlog file version = 2
## AMC Amsterdam (SRN = 71279), Release unify (SWID 22.22)
## Tue 03-10-2017 18:03:34
## 0 0 0 0 0 16 14 11 0 23 23 -10 11 0 11 9 8 -9 0 20 [cal=3, reqid=5]
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark mark2
4 0  -4 -4  1 1849  0 0 0 0000 0200
3 -1  -2 -3  1 1849  0 0 0 0000 0200
0 -3  -2 -2  1 1849  0 0 0 0000 0200
-1 -6  -2 -2  1 1849  0 0 0 0000 0200
-4 -9  -3 -3  1 1806  0 0 0 0000 0200
-6 -12  -4 -5  1 1806  0 0 0 0000 0200
-6 -12  -5 -6  1 1806  0 0 0 0000 0200
-4 -9  -6 -8  1 1806  0 0 0 0000 0200
-1 -6  -6 -8  1 1806  0 0 0 0000 0200
1 -3  -5 -7  1 1720  0 0 0 0000 0200
4 0  -4 -6  1 1720  0 0 0 0000 0200
6 1  -2 -4  1 1720  0 0 0 0000 0200
6 1  0 -2  1 1720  0 0 0 0000 0200
6 0  0 -1  1 1720  0 0 0 0000 0200
4 -1  0 -1  1 1548  0 0 0 0000 0200
3 -3  0 -1  1 1548  0 0 0 0000 0200
3 -4  0 -1  1 1548  0 0 0 0000 0200
0 -6  0 -2  1 1548  0 0 0 0000 0200
0 -7  0 -3  1 1548  0 0 0 0000 0200
0 -6  -1 -3  1 1462  0 0 0 0000 0200
0 -6  -1 -4  1 1462  0 0 0 0000 0200
0 -6  -1 -4  1 1462  0 0 0 0000 0200
-1 -6  -2 -4  1 1462  0 0 0 0000 0200
-3 -6  -2 -4  1 1462  0 0 0 0000 0200
-3 -6  -3 -4  1 1419  0 0 0 0000 0200
0 -6  -3 -4  1 1419  0 0 0 0000 0200
3 -3  -3 -4  1 1419  0 0 0 0000 0200
6 -1  -2 -3  1 1419  0 0 0 0000 0200
9 1  0 -2  1 1419  0 0 0 0000 0200
9 3  1 0  1 1376  0 0 0 0000 0200
9 3  2 0  1 1376  0 0 0 0000 0200
9 3  3 1  1 1376  0 0 0 0000 0200
7 3  3 2  1 1376  0 0 0 0000 0200
6 6  3 3  1 1376  0 0 0 0000 0200
6 6  3 4  1 1247  0 0 0 0000 0200
6 4  3 4  1 1247  0 0 0 0000 0200
3 3  2 4  1 1247  0 0 0 0000 0200
3 3  2 4  1 1247  0 0 0 0000 0200
4 4  1 4  1 1247  0 0 0 0000 0200
7 7  1 4  1 1204  0 0 0 0000 0200
13 13  2 5  1 1204  0 0 0 0000 0200
19 18  4 7  1 1204  0 0 0 0000 0200
22 22  7 10  1 1204  0 0 0 0000 0200
27 24  11 14  1 1204  0 0 0 0000 0200
30 24  14 17  1 1161  0 0 0 0000 0200
30 24  18 19  1 1161  0 0 0 0000 0200
27 22  20 21  1 1161  0 0 0 0000 0200
24 19  21 21  1 1161  0 0 0 0000 0200
19 16  20 21  1 1161  0 0 0 0000 0200
15 12  18 19  1 1118  0 0 0 0000 0200
10 7  15 16  1 1118  0 0 0 0000 0200
6 4  12 13  1 1118  0 0 0 0000 0200
3 0  8 9  1 1118  0 0 0 0000 0200
3 0  4 6  1 1118  0 0 0 0000 0200
3 3  2 3  1 989  0 0 0 0000 0201
6 6  0 2  1 989  0 0 0 0000 0200
9 9  0 2  1 989  0 0 0 0000 0200
9 9  0 3  1 989  0 0 0 0000 0200
9 9  1 4  1 989  0 0 0 0000 0200
9 7  1 4  1 946  0 0 0 0000 0200
7 6  1 4  1 946  0 0 0 0000 0200
6 3  1 4  1 946  0 0 0 0000 0200
6 3  0 3  1 946  0 0 0 0000 0200
6 3  0 2  1 946  0 0 0 0000 0200
4 1  0 1  1 903  0 0 0 0000 0200
3 0  0 0  1 903  0 0 0 0000 0200
6 1  0 0  1 903  0 0 0 0000 0200
6 3  0 0  1 903  0 0 0 0000 0200
9 6  0 0  1 903  0 0 0 0000 0200
9 7  0 1  1 903  0 0 0 0000 0200
9 7  1 2  1 903  0 0 0 0000 0200
9 6  1 2  1 903  0 0 0 0000 0200
6 4  1 2  1 903  0 0 0 0000 0200
4 3  1 2  1 903  0 0 0 0000 0200
3 0  0 1  1 774  0 0 0 0000 0200
0 -1  0 0  1 774  0 0 0 0000 0200
-1 -4  -2 -1  1 774  0 0 0 0000 0200
-3 -7  -3 -2  1 774  0 0 0 0000 0200
-4 -9  -5 -4  1 774  0 0 0 0000 0200
-4 -7  -6 -6  1 688  0 0 0 0000 0200
-3 -4  -7 -6  1 688  0 0 0 0000 0200
0 -1  -7 -6  1 688  0 0 0 0000 0200
3 1  -6 -5  1 688  0 0 0 0000 0200
6 4  -5 -4  1 688  0 0 0 0000 0200
9 6  -3 -2  1 645  0 0 0 0000 0200
12 6  0 0  1 645  0 0 0 0000 0200
12 7  1 1  1 645  0 0 0 0000 0200
15 9  3 2  1 645  0 0 0 0000 0200
18 12  5 4  1 645  0 0 0 0000 0200
19 16  7 6  1 645  0 0 0 0000 0200
19 18  8 8  1 645  0 0 0 0000 0200
18 18  10 10  1 645  0 0 0 0000 0200
18 15  10 11  1 645  0 0 0 0000 0200
18 15  11 12  1 645  0 0 0 0000 0200
18 15  11 12  1 602  0 0 0 0000 0200
18 12  11 12  1 602  0 0 0 0000 0200
15 12  11 11  1 602  0 0 0 0000 0200
15 12  10 10  1 602  0 0 0 0000 0200
18 13  9 9  1 602  0 0 0 0000 0200
19 16  9 9  1 602  0 0 0 0000 0200
24 21  10 10  1 602  0 0 0 0000 0200
27 24  12 12  1 602  0 0 0 0000 0200
28 25  14 14  1 602  0 0 0 0000 0200
25 24  15 15  1 602  0 0 0 0000 0200
22 21  15 16  1 559  0 0 0 0000 0200
21 21  15 16  1 559  0 0 0 0000 0200
22 21  14 16  1 559  0 0 0 0000 0200
24 21  14 16  1 559  0 0 0 0000 0200
21 24  13 16  1 559  0 0 0 0000 0200
24 25  13 16  1 516  0 0 0 0000 0200
24 27  13 17  1 516  0 0 0 0000 0200
27 30  14 18  1 516  0 0 0 0000 0200
28 27  14 19  1 516  0 0 0 0000 0200
30 27  15 19  1 516  0 0 0 0000 0200
30 27  16 20  1 430  0 0 0 0000 0200
28 27  17 20  1 430  0 0 0 0000 0200
27 24  17 19  1 430  0 0 0 0000 0200
27 22  16 18  1 430  0 0 0 0000 0200
24 16  16 16  1 430  0 0 0 0000 0200
19 13  14 13  1 387  0 0 0 0000 0200
13 7  11 10  1 387  0 0 0 0000 0200
10 4  8 6  1 387  0 0 0 0000 0200
7 0  4 2  1 387  0 0 0 0000 0200
3 -1  1 0  1 387  0 0 0 0000 0200
0 -4  -2 -3  1 344  0 0 0 0000 0200
0 -6  -4 -6  1 344  0 0 0 0000 0200
0 -3  -7 -8  1 344  0 0 0 0000 0200
1 -1  -8 -9  1 344  0 0 0 0000 0200
4 1  -9 -9  1 344  0 0 0 0000 0200
7 3  -8 -9  1 258  0 0 0 0000 0200
9 3  -7 -8  1 258  0 0 0 0000 0200
9 1  -6 -7  1 258  0 0 0 0000 0200
7 0  -5 -6  1 258  0 0 0 0000 0200
6 0  -4 -7  1 258  0 0 0 0000 0200
6 3  -4 -6  1 215  0 0 0 0000 0200
7 4  -4 -6  1 215  0 0 0 0000 0200
9 7  -3 -5  1 215  0 0 0 0000 0200
12 9  -3 -3  1 215  0 0 0 0000 0200
12 9  -2 -2  1 215  0 0 0 0000 0200
12 9  -1 0  1 129  0 0 0 0000 0200
12 7  0 0  1 129  0 0 0 0000 0200
10 4  0 0  1 129  0 0 0 0000 0200
7 1  0 -1  1 129  0 0 0 0000 0200
6 0  -1 -2  1 129  0 0 0 0000 0200
6 -3  -2 -4  1 86  0 0 0 0000 0200
3 -3  -3 -5  1 86  0 0 0 0000 0200
3 -6  -4 -7  1 86  0 0 0 0000 0200
4 -3  -5 -8  1 86  0 0 0 0000 0200
4 -4  -5 -9  1 86  0 0 0 0000 0200
3 -6  -6 -9  1 0  0 0 0 0000 0200
0 -7  -6 -10  1 0  0 0 0 0000 0200
-3 -9  -7 -11  1 0  0 0 0 0000 0200
-3 -9  -8 -12  1 0  0 0 0 0000 0200
-3 -7  -10 -13  1 0  0 0 0 0000 0200
-3 -6  -10 -13  1 -43  0 0 0 0000 0200
-3 -6  -11 -12  1 -43  0 0 0 0000 0200
-3 -7  -11 -12  1 -43  0 0 0 0000 0200
-3 -9  -12 -12  1 -43  0 0 0 0000 0200
-3 -9  -12 -12  1 -43  0 0 0 0000 0200
-3 -9  -12 -13  1 -86  0 0 0 0000 0200
-1 -6  -11 -12  1 -86  0 0 0 0000 0200
-1 -7  -11 -12  1 -86  0 0 0 0000 0200
-3 -9  -10 -12  1 -86  0 0 0 0000 0200
-3 -12  -10 -12  1 -86  0 0 0 0000 0200
-1 -9  -10 -13  1 -129  0 0 0 0000 0200
1 -7  -9 -12  1 -129  0 0 0 0000 0200
4 -4  -8 -11  1 -129  0 0 0 0000 0200
6 -1  -6 -10  1 -129  0 0 0 0000 0200
6 0  -5 -8  1 -129  0 0 0 0000 0200
9 0  -3 -6  1 -129  0 0 0 0000 0200
9 3  -1 -5  1 -129  0 0 0 0000 0200
9 3  0 -3  1 -129  0 0 0 0000 0200
7 3  0 -2  1 -129  0 0 0 0000 0200
6 3  0 -1  1 -129  0 0 0 0000 0200
6 1  0 0  1 -129  0 0 0 0000 0200
3 0  0 -1  1 -129  0 0 0 0000 0200
1 -1  -1 -1  1 -129  0 0 0 0000 0200
0 -3  -2 -2  1 -129  0 0 0 0000 0200
1 1  -3 -2  1 -129  0 0 0 0000 0200
7 7  -3 -1  1 -129  0 0 0 0000 0200
12 10  -2 0  1 -129  0 0 0 0000 0200
12 12  0 1  1 -129  0 0 0 0000 0200
9 9  0 3  1 -129  0 0 0 0000 0200
4 4  0 3  1 -129  0 0 0 0000 0200
1 1  0 2  1 -172  0 0 0 0000 0200
-1 -3  -1 1  1 -172  0 0 0 0000 0200
-6 -6  -3 -1  1 -172  0 0 0 0000 0200
-4 -6  -5 -3  1 -172  0 0 0 0000 0200
-3 -6  -7 -4  1 -172  0 0 0 0000 0200
-1 -3  -8 -5  1 -258  0 0 0 0000 0200
0 -1  -8 -5  1 -258  0 0 0 0000 0200
3 0  -7 -5  1 -258  0 0 0 0000 0200
4 1  -6 -4  1 -258  0 0 0 0000 0200
7 4  -4 -2  1 -258  0 0 0 0000 0200
9 7  -2 -1  1 -301  0 0 0 0000 0200
12 9  0 0  1 -301  0 0 0 0000 0200
9 9  0 2  1 -301  0 0 0 0000 0200
9 9  1 3  1 -301  0 0 0 0000 0200
6 9  1 4  1 -301  0 0 0 0000 0200
9 9  1 4  1 -344  0 0 0 0000 0200
6 7  1 4  1 -344  0 0 0 0000 0200
4 4  1 4  1 -344  0 0 0 0000 0200
3 1  0 2  1 -344  0 0 0 0000 0200
3 0  0 1  1 -344  0 0 0 0000 0200
4 3  -1 0  1 -344  0 0 0 0000 0200
6 3  -1 0  1 -344  0 0 0 0000 0200
6 3  0 0  1 -344  0 0 0 0000 0200
4 0  0 0  1 -344  0 0 0 0000 0200
3 0  -1 0  1 -344  0 0 0 0000 0200
6 3  -1 0  1 -301  0 0 0 0000 0200
6 4  0 0  1 -301  0 0 0 0000 0200
9 6  0 0  1 -301  0 0 0 0000 0200
10 7  0 0  1 -301  0 0 0 0000 0200
10 9  1 1  1 -301  0 0 0 0000 0200
9 6  2 2  1 -258  0 0 0 0000 0200
6 4  2 2  1 -258  0 0 0 0000 0200
3 0  1 1  1 -258  0 0 0 0000 0200
3 0  0 0  1 -258  0 0 0 0000 0200
4 1  0 0  1 -258  0 0 0 0000 0200
6 4  0 0  1 -215  0 0 0 0000 0200
9 6  0 0  1 -215  0 0 0 0000 0200
9 6  0 0  1 -215  0 0 0 0000 0200
9 6  1 1  1 -215  0 0 0 0000 0200
6 6  1 1  1 -215  0 0 0 0000 0200
6 6  0 1  1 -172  0 0 0 0000 0200
6 6  0 2  1 -172  0 0 0 0000 0200
7 6  0 2  1 -172  0 0 0 0000 0200
9 4  0 1  1 -172  0 0 0 0000 0200
6 3  0 1  1 -172  0 0 0 0000 0200
4 -1  0 0  1 -129  0 0 0 0000 0200
0 -4  -1 -1  1 -129  0 0 0 0000 0200
-3 -7  -2 -2  1 -129  0 0 0 0000 0200
-6 -9  -4 -4  1 -129  0 0 0 0000 0200
-6 -9  -6 -6  1 -129  0 0 0 0000 0200
-6 -9  -8 -8  1 -172  0 0 0 0000 0200
-6 -6  -9 -9  1 -172  0 0 0 0000 0200
-4 -6  -10 -9  1 -172  0 0 0 0000 0200
-3 -6  -10 -8  1 -172  0 0 0 0000 0200
1 -1  -9 -8  1 -172  0 0 0 0000 0200
7 4  -7 -6  1 -215  0 0 0 0000 0200
15 15  -3 -2  1 -215  0 0 0 0000 0200
24 24  0 2  1 -215  0 0 0 0000 0200
30 31  6 8  1 -215  0 0 0 0000 0200
33 34  11 14  1 -215  0 0 0 0000 0200
28 31  15 19  1 -430  0 0 0 0000 0200
22 24  17 21  1 -430  0 0 0 0000 0200
16 16  17 21  1 -430  0 0 0 0000 0200
10 10  14 19  1 -430  0 0 0 0000 0200
6 3  11 15  1 -430  0 0 0 0000 0200
3 -1  7 10  1 -602  0 0 0 0000 0200
0 -4  3 5  1 -602  0 0 0 0000 0200
1 -3  0 1  1 -602  0 0 0 0000 0200
3 -3  -1 -1  1 -602  0 0 0 0000 0201
3 0  -2 -2  1 -602  0 0 0 0000 0200
3 3  -3 -3  1 -688  0 0 0 0000 0200
4 4  -3 -2  1 -688  0 0 0 0000 0200
6 6  -3 -1  1 -688  0 0 0 0000 0200
7 7  -2 0  1 -688  0 0 0 0000 0200
9 9  -1 0  1 -688  0 0 0 0000 0200
9 9  0 1  1 -774  0 0 0 0000 0200
9 10  0 2  1 -774  0 0 0 0000 0200
12 13  0 3  1 -774  0 0 0 0000 0200
13 18  1 5  1 -774  0 0 0 0000 0200
12 16  2 7  1 -774  0 0 0 0000 0200
12 13  3 8  1 -946  0 0 0 0000 0200
12 9  3 8  1 -946  0 0 0 0000 0200
12 9  4 7  1 -946  0 0 0 0000 0200
13 9  4 6  1 -946  0 0 0 0000 0200
12 9  4 5  1 -946  0 0 0 0000 0200
9 6  4 4  1 -989  0 0 0 0000 0200
6 3  3 3  1 -989  0 0 0 0000 0200
3 0  1 1  1 -989  0 0 0 0000 0200
3 0  0 0  1 -989  0 0 0 0000 0200
3 0  0 -1  1 -989  0 0 0 0000 0200
3 -3  -1 -3  1 -989  0 0 0 0000 0200
3 -1  -2 -4  1 -989  0 0 0 0000 0200
6 0  -2 -4  1 -989  0 0 0 0000 0200
7 3  -2 -4  1 -989  0 0 0 0000 0200
9 3  -1 -3  1 -989  0 0 0 0000 0200
9 3  0 -3  1 -989  0 0 0 0000 0200
6 3  0 -2  1 -989  0 0 0 0000 0200
6 3  0 -2  1 -989  0 0 0 0000 0200
6 3  0 -2  1 -989  0 0 0 0000 0200
6 3  0 -1  1 -989  0 0 0 0000 0200
4 0  0 -1  1 -1032  0 0 0 0000 0200
3 0  -1 -1  1 -1032  0 0 0 0000 0200
6 1  -1 -2  1 -1032  0 0 0 0000 0200
7 4  -1 -2  1 -1032  0 0 0 0000 0200
9 6  0 -1  1 -1032  0 0 0 0000 0200
9 6  0 0  1 -1075  0 0 0 0000 0200
6 4  0 0  1 -1075  0 0 0 0000 0200
4 3  0 0  1 -1075  0 0 0 0000 0200
3 0  0 0  1 -1075  0 0 0 0000 0200
0 -3  -1 -1  1 -1075  0 0 0 0000 0200
-1 -3  -3 -2  1 -1075  0 0 0 0000 0200
-3 -3  -4 -3  1 -1075  0 0 0 0000 0200
0 -1  -5 -4  1 -1075  0 0 0 0000 0200
1 0  -6 -4  1 -1075  0 0 0 0000 0200
3 1  -5 -4  1 -1075  0 0 0 0000 0200
3 0  -5 -4  1 -1118  0 0 0 0000 0200
3 0  -4 -3  1 -1118  0 0 0 0000 0200
0 -1  -4 -3  1 -1118  0 0 0 0000 0200
3 -3  -3 -4  1 -1118  0 0 0 0000 0200
3 -3  -3 -4  1 -1118  0 0 0 0000 0200
6 -1  -2 -4  1 -1118  0 0 0 0000 0200
6 0  -2 -4  1 -1118  0 0 0 0000 0200
9 3  0 -3  1 -1118  0 0 0 0000 0200
9 6  0 -2  1 -1118  0 0 0 0000 0200
12 10  1 0  1 -1118  0 0 0 0000 0200
15 15  2 2  1 -1118  0 0 0 0000 0200
18 18  4 5  1 -1118  0 0 0 0000 0200
21 21  6 7  1 -1118  0 0 0 0000 0200
21 19  8 10  1 -1118  0 0 0 0000 0200
19 18  10 12  1 -1118  0 0 0 0000 0200
18 15  11 12  1 -1118  0 0 0 0000 0200
15 13  10 12  1 -1118  0 0 0 0000 0200
12 9  9 10  1 -1118  0 0 0 0000 0200
9 6  8 8  1 -1118  0 0 0 0000 0200
9 6  6 6  1 -1118  0 0 0 0000 0200
10 7  4 5  1 -1161  0 0 0 0000 0200
12 9  3 4  1 -1161  0 0 0 0000 0200
15 12  3 4  1 -1161  0 0 0 0000 0200
15 12  4 4  1 -1161  0 0 0 0000 0200
15 12  5 5  1 -1161  0 0 0 0000 0200
18 12  5 5  1 -1204  0 0 0 0000 0200
18 10  6 5  1 -1204  0 0 0 0000 0200
18 9  7 5  1 -1204  0 0 0 0000 0200
16 6  8 4  1 -1204  0 0 0 0000 0200
15 9  8 3  1 -1204  0 0 0 0000 0200
15 9  7 3  1 -1247  0 0 0 0000 0200
15 12  7 3  1 -1247  0 0 0 0000 0200
15 12  6 3  1 -1247  0 0 0 0000 0200
16 12  6 4  1 -1247  0 0 0 0000 0200
18 12  6 4  1 -1247  0 0 0 0000 0200
21 12  7 4  1 -1247  0 0 0 0000 0200
21 15  8 5  1 -1247  0 0 0 0000 0200
21 16  9 6  1 -1247  0 0 0 0000 0200
21 18  9 7  1 -1247  0 0 0 0000 0200
21 21  10 8  1 -1247  0 0 0 0000 0200
19 18  10 10  1 -1290  0 0 0 0000 0200
18 13  9 10  1 -1290  0 0 0 0000 0200
13 9  8 8  1 -1290  0 0 0 0000 0200
10 6  6 6  1 -1290  0 0 0 0000 0200
6 3  4 4  1 -1290  0 0 0 0000 0200
6 3  1 1  1 -1333  0 0 0 0000 0200
6 3  0 0  1 -1333  0 0 0 0000 0200
6 3  -1 -1  1 -1333  0 0 0 0000 0200
6 0  -2 -2  1 -1333  0 0 0 0000 0200
3 0  -3 -3  1 -1333  0 0 0 0000 0200
4 0  -3 -4  1 -1419  0 0 0 0000 0200
6 0  -4 -5  1 -1419  0 0 0 0000 0200
6 0  -4 -5  1 -1419  0 0 0 0000 0200
3 -1  -4 -6  1 -1419  0 0 0 0000 0200
1 -3  -5 -6  1 -1419  0 0 0 0000 0200
-1 -6  -6 -7  1 -1462  0 0 0 0000 0200
-3 -9  -7 -8  1 -1462  0 0 0 0000 0200
-6 -10  -9 -10  1 -1462  0 0 0 0000 0200
-6 -12  -10 -12  1 -1462  0 0 0 0000 0200
-7 -13  -12 -13  1 -1462  0 0 0 0000 0200
-10 -15  -13 -15  1 -1462  0 0 0 0000 0200
-13 -18  -15 -17  1 -1462  0 0 0 0000 0200
-18 -21  -17 -19  1 -1462  0 0 0 0000 0200
-21 -21  -20 -21  1 -1462  0 0 0 0000 0200
-19 -19  -22 -22  1 -1462  0 0 0 0000 0200
-18 -18  -23 -22  1 -1419  0 0 0 0000 0200
-16 -16  -24 -22  1 -1419  0 0 0 0000 0200
-15 -15  -24 -21  1 -1419  0 0 0 0000 0200
-15 -12  -24 -20  1 -1419  0 0 0 0000 0200
-15 -12  -23 -19  1 -1419  0 0 0 0000 0200
-16 -12  -22 -17  1 -1376  0 0 0 0000 0200
-18 -12  -22 -16  1 -1376  0 0 0 0000 0200
-16 -12  -22 -15  1 -1376  0 0 0 0000 0200
-15 -12  -21 -14  1 -1376  0 0 0 0000 0200
-13 -9  -21 -13  1 -1376  0 0 0 0000 0200
-10 -6  -19 -12  1 -1419  0 0 0 0000 0200
-7 -3  -17 -10  1 -1419  0 0 0 0000 0200
-7 -4  -15 -9  1 -1419  0 0 0 0000 0200
-9 -6  -14 -7  1 -1419  0 0 0 0000 0200
-13 -10  -13 -7  1 -1419  0 0 0 0000 0200
-16 -15  -14 -8  1 -1419  0 0 0 0000 0200
-19 -19  -15 -9  1 -1419  0 0 0 0000 0200
-22 -22  -17 -12  1 -1419  0 0 0 0000 0200
-22 -24  -19 -15  1 -1419  0 0 0 0000 0200
-21 -24  -20 -18  1 -1419  0 0 0 0000 0200
-21 -22  -21 -20  1 -1462  0 0 0 0000 0200
-21 -21  -22 -21  1 -1462  0 0 0 0000 0200
-18 -18  -21 -21  1 -1462  0 0 0 0000 0200
-16 -16  -21 -20  1 -1462  0 0 0 0000 0200
-15 -15  -19 -19  1 -1462  0 0 0 0000 0200
-12 -15  -18 -17  1 -1505  0 0 0 0000 0200
-12 -15  -16 -16  1 -1505  0 0 0 0000 0200
-15 -18  -15 -15  1 -1505  0 0 0 0000 0200
-16 -19  -15 -15  1 -1505  0 0 0 0000 0200
-19 -24  -15 -16  1 -1505  0 0 0 0000 0200
-21 -27  -16 -17  1 -1505  0 0 0 0000 0200
-19 -24  -17 -19  1 -1505  0 0 0 0000 0200
-18 -22  -17 -19  1 -1505  0 0 0 0000 0200
-13 -19  -16 -19  1 -1505  0 0 0 0000 0200
-10 -15  -15 -18  1 -1505  0 0 0 0000 0200
-7 -10  -13 -16  1 -1591  0 0 0 0000 0200
-4 -7  -10 -13  1 -1591  0 0 0 0000 0200
-1 -3  -7 -9  1 -1591  0 0 0 0000 0200
0 0  -5 -6  1 -1591  0 0 0 0000 0200
3 0  -2 -2  1 -1591  0 0 0 0000 0200
6 1  0 0  1 -1634  0 0 0 0000 0200
9 4  2 1  1 -1634  0 0 0 0000 0200
12 9  5 3  1 -1634  0 0 0 0000 0200
12 10  7 6  1 -1634  0 0 0 0000 0200
12 12  9 8  1 -1634  0 0 0 0000 0200
10 9  10 10  1 -1634  0 0 0 0000 0200
9 7  10 11  1 -1634  0 0 0 0000 0200
7 6  10 11  1 -1634  0 0 0 0000 0200
6 6  9 10  1 -1634  0 0 0 0000 0200
6 6  9 10  1 -1634  0 0 0 0000 0200
6 6  8 10  1 -1806  0 0 0 0000 0200
6 6  7 9  1 -1806  0 0 0 0000 0200
3 3  6 9  1 -1806  0 0 0 0000 0200
1 0  5 7  1 -1806  0 0 0 0000 0200
-4 -4  3 5  1 -1806  0 0 0 0000 0200
-7 -10  1 2  1 -1892  0 0 0 0000 0200
-13 -13  -1 0  1 -1892  0 0 0 0000 0200
-16 -15  -4 -3  1 -1892  0 0 0 0000 0200
-15 -10  -7 -5  1 -1892  0 0 0 0000 0200
-10 -7  -9 -5  1 -1892  0 0 0 0000 0200
-7 -3  -9 -5  1 -1935  0 0 0 0000 0200
-6 -4  -8 -4  1 -1935  0 0 0 0000 0200
-6 -7  -7 -3  1 -1935  0 0 0 0000 0200
-10 -13  -7 -4  1 -1935  0 0 0 0000 0200
-16 -16  -7 -5  1 -1935  0 0 0 0000 0200
-21 -21  -9 -7  1 -1935  0 0 0 0000 0200
-24 -24  -12 -10  1 -1935  0 0 0 0000 0200
-24 -24  -15 -13  1 -1935  0 0 0 0000 0200
-21 -24  -16 -15  1 -1935  0 0 0 0000 0200
-19 -21  -17 -16  1 -1935  0 0 0 0000 0200
-18 -19  -17 -16  1 -1978  0 0 0 0000 0200
-18 -18  -16 -16  1 -1978  0 0 0 0000 0200
-15 -15  -15 -15  1 -1978  0 0 0 0000 0200
-12 -12  -14 -13  1 -1978  0 0 0 0000 0200
-9 -9  -12 -11  1 -1978  0 0 0 0000 0200
-6 -6  -9 -8  1 -1978  0 0 0 0000 0200
-4 -4  -7 -5  1 -1978  0 0 0 0000 0200
-3 -3  -4 -3  1 -1978  0 0 0 0000 0200
-3 -3  -3 -1  1 -1978  0 0 0 0000 0200
-3 -4  -1 0  1 -1978  0 0 0 0000 0200
-3 -6  0 0  1 -1978  0 0 0 0000 0200
-3 -6  0 0  1 -1978  0 0 0 0000 0200
-6 -6  0 0  1 -1978  0 0 0 0000 0200
-3 -6  0 0  1 -1978  0 0 0 0000 0200
-3 -4  0 0  1 -1978  0 0 0 0000 0200
0 -3  0 0  1 -1978  0 0 0 0000 0200
0 -3  1 0  1 -1978  0 0 0 0000 0200
3 0  2 1  1 -1978  0 0 0 0000 0200
6 3  3 2  1 -1978  0 0 0 0000 0200
6 6  5 4  1 -1978  0 0 0 0000 0200
6 6  6 5  1 -1978  0 0 0 0000 0200
6 6  7 7  1 -1978  0 0 0 0000 0200
4 3  8 8  1 -1978  0 0 0 0000 0200
3 1  7 8  1 -1978  0 0 0 0000 0200
0 -3  7 7  1 -1978  0 0 0 0000 0200
-3 -6  5 5  1 -1978  0 0 0 0000 0200
-3 -6  4 3  1 -1978  0 0 0 0000 0200
-3 -4  2 2  1 -1978  0 0 0 0000 0200
-3 -3  1 1  1 -1978  0 0 0 0000 0200
0 0  1 1  1 -1978  0 0 0 0000 0200
0 0  1 1  1 -1935  0 0 0 0000 0200
-1 -3  1 1  1 -1935  0 0 0 0000 0200
-4 -4  1 1  1 -1935  0 0 0 0000 0200
-7 -9  0 0  1 -1935  0 0 0 0000 0200
-9 -9  -1 0  1 -1935  0 0 0 0000 0200
-6 -7  -1 -1  1 -1978  0 0 0 0000 0200
-3 -6  -1 -1  1 -1978  0 0 0 0080 0200
0 -1  -1 -1  1 -1978  0 0 0 0000 0200
3 0  0 0  1 -1978  0 0 0 0000 0200
6 4  2 1  1 -1978  0 0 0 0000 0200
10 10  4 3  1 -2021  0 0 0 0000 0200
15 13  7 6  1 -2021  0 0 0 0000 0200
16 15  10 9  1 -2021  0 0 0 0000 0200
13 10  12 12  1 -2021  0 0 0 0000 0200
6 4  12 12  1 -2021  0 0 0 0000 0200
0 -1  11 11  1 -2021  0 0 0 0000 0200
-4 -7  8 8  1 -2021  0 0 0 0000 0200
-7 -12  5 4  1 -2021  0 0 0 0000 0200
-10 -15  2 0  1 -2021  0 0 0 0000 0200
-12 -18  -1 -3  1 -2021  0 0 0 0000 0200
-9 -15  -3 -6  1 -2064  0 0 0 0000 0200
-7 -10  -4 -7  1 -2064  0 0 0 0000 0201
-4 -6  -4 -7  1 -2064  0 0 0 0000 0200
-1 -1  -3 -5  1 -2064  0 0 0 0000 0200
0 0  -2 -3  1 -2064  0 0 0 0000 0200
0 0  -1 -1  1 -2107  0 0 0 0000 0200
-3 -3  0 0  1 -2107  0 0 0 0000 0200
-3 -6  0 0  1 -2107  0 0 0 0000 0200
-3 -3  0 0  1 -2107  0 0 0 0000 0200
0 -1  0 0  1 -2107  0 0 0 0000 0200
3 1  0 1  1 -2107  0 0 0 0000 0200
6 4  2 2  1 -2107  0 0 0 0000 0200
4 4  3 3  1 -2107  0 0 0 0000 0200
1 1  3 4  1 -2107  0 0 0 0000 0200
-1 -1  3 4  1 -2107  0 0 0 0000 0200
-4 -3  2 3  1 -2150  0 0 0 0000 0200
-6 -3  1 2  1 -2150  0 0 0 0000 0200
-6 -3  0 1  1 -2150  0 0 0 0000 0200
-3 -3  -1 0  1 -2150  0 0 0 0000 0200
-1 -3  -1 0  1 -2150  0 0 0 0000 0200
0 -3  0 0  1 -2193  0 0 0 0000 0200
0 -4  0 0  1 -2193  0 0 0 0000 0200
-3 -6  0 0  1 -2193  0 0 0 0000 0200
-4 -10  0 -1  1 -2193  0 0 0 0000 0200
-9 -13  -1 -2  1 -2193  0 0 0 0000 0200
-12 -18  -2 -4  1 -2150  0 0 0 0000 0200
-15 -21  -5 -7  1 -2150  0 0 0 0000 0200
-18 -21  -7 -10  1 -2150  0 0 0 0000 0200
-15 -18  -9 -12  1 -2150  0 0 0 0000 0200
-13 -16  -10 -12  1 -2150  0 0 0 0000 0200
