## Physlog file version = 2
## AMC Amsterdam (SRN = 71279), Release unify (SWID 22.22)
## Tue 03-10-2017 18:03:34
## 0 0 0 0 0 16 14 11 0 23 23 -10 11 0 11 9 8 -9 0 20 [cal=3, reqid=5]
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark mark2
-21 -25  -17 -16  1 3055  40 -31 345 0000 0200
-18 -22  -18 -16  1 3150  -13 10 981 0000 0200
-15 -19  -18 -16  1 3150  -115 91 1625 0000 0200
-10 -16  -17 -15  1 3150  -62 50 1915 0000 0200
-7 -13  -14 -13  1 3150  -9 7 1599 0000 0200
-6 -10  -12 -11  1 3150  55 -44 1004 0000 0200
-3 -7  -9 -8  1 3213  43 -34 498 0000 0200
0 -4  -7 -5  1 3213  22 -17 215 0000 0200
3 0  -4 -2  1 3213  9 -234 84 0000 0200
3 0  -1 0  1 3213  2 -1281 31 0000 0200
3 0  0 2  1 3213  0 -2731 10 0000 0200
3 0  1 3  1 3213  0 -3031 3 0000 0200
3 -1  2 3  1 3213  0 -1203 0 0000 0200
0 -3  2 3  1 3213  0 1413 0 0000 0200
-3 -6  1 3  1 3213  0 2651 0 0000 0200
-6 -9  0 1  1 3213  0 2223 0 0000 0200
-6 -7  -1 1  1 3276  -102 1237 0 0000 0200
-6 -6  -1 0  1 3276  -1022 568 -1 0000 0200
-6 -3  -2 1  1 3276  -2639 236 -5 0000 0200
-6 -6  -3 1  1 3276  -3551 94 -11 0000 0200
-7 -7  -3 0  1 3276  -2126 42 -29 0000 0200
-10 -10  -4 0  1 3307  831 26 -50 0000 0200
-15 -16  -6 -1  1 3307  2781 19 -292 0000 0200
-19 -21  -8 -4  1 3307  2776 10 -1462 0000 0200
-22 -25  -11 -6  1 3307  1685 3 -3375 0000 0200
-24 -27  -13 -10  1 3307  810 0 -4352 0000 0200
-24 -24  -15 -12  1 3370  343 0 -2507 0000 0200
-22 -22  -16 -13  1 3370  133 0 1054 0000 0200
-19 -21  -17 -13  1 3370  48 0 3437 0000 0200
-18 -19  -16 -12  1 3370  16 0 3499 0000 0200
-18 -16  -16 -12  1 3370  5 0 2196 0000 0200
-18 -15  -16 -11  1 3370  1 0 1077 0000 0200
-18 -18  -15 -10  1 3370  0 0 462 0000 0200
-21 -18  -15 -10  1 3370  0 0 182 0000 0200
-21 -21  -16 -10  1 3370  0 0 67 0000 0200
-21 -19  -16 -10  1 3370  0 0 23 0000 0200
-19 -18  -16 -10  1 3339  -2 2 2 0000 0200
-13 -13  -14 -9  1 3339  5 -6 -34 0000 0200
-7 -7  -12 -7  1 3339  -4 -3 -393 0000 0200
-1 -1  -8 -4  1 3339  62 -63 -1063 0000 0200
4 3  -4 0  1 3339  25 -37 -1786 0000 0200
9 4  0 3  1 3307  29 -37 -1961 0000 0200
4 1  3 5  1 3307  -20 7 -1459 0000 0200
-1 -6  5 6  1 3307  -34 22 -865 0000 0200
-7 -13  4 5  1 3307  2 -4 -339 0000 0200
-12 -19  2 2  1 3307  -76 59 -199 0000 0200
-15 -25  0 -1  1 3307  3 -2 -66 0000 0200
-18 -28  -3 -5  1 3307  -39 31 -32 0000 0200
-19 -28  -5 -9  1 3307  40 -32 -34 0000 0200
-18 -25  -7 -12  1 3307  19 -14 46 0000 0200
-15 -22  -9 -13  1 3307  9 -6 -23 0000 0200
-10 -15  -8 -12  1 3307  25 -19 54 0000 0200
-7 -10  -7 -10  1 3307  -58 47 -38 0000 0200
-4 -6  -5 -7  1 3307  4 -3 2 0000 0200
-3 -6  -3 -4  1 3307  -48 38 -17 0000 0200
-3 -6  -1 -1  1 3307  40 -32 -27 0000 0200
-3 -6  0 0  1 3370  15 -11 45 0000 0200
-4 -6  0 1  1 3370  15 -11 -23 0000 0200
-6 -9  1 1  1 3370  27 -21 61 0000 0200
-9 -10  0 1  1 3370  -48 38 -37 0000 0200
-13 -12  0 1  1 3370  2 -2 9 0000 0200
-16 -15  -2 0  1 3370  -59 46 -24 0000 0200
-15 -13  -4 0  1 3370  39 -31 -29 0000 0200
-13 -10  -5 -1  1 3370  10 -8 39 0000 0200
-9 -6  -5 0  1 3370  21 -16 -25 0000 0200
-6 -3  -4 0  1 3370  29 -22 65 0000 0200
-3 -1  -2 2  1 3402  -39 31 -37 0000 0200
0 1  0 4  1 3402  4 -3 19 0000 0200
4 6  1 6  1 3402  -64 51 -27 0000 0200
7 9  4 9  1 3402  34 -27 -28 0000 0200
9 9  7 11  1 3402  3 -3 29 0000 0200
6 6  9 13  1 3433  27 -21 -30 0000 0200
1 1  9 13  1 3433  31 -25 76 0000 0200
-4 -7  8 11  1 3433  -27 21 -30 0000 0200
-10 -13  6 8  1 3433  6 -5 26 0000 0200
-15 -16  3 4  1 3433  -74 59 -35 0000 0200
-18 -21  0 0  1 3402  27 -21 -28 0000 0200
-21 -21  -4 -3  1 3402  -1 1 22 0000 0200
-22 -22  -7 -6  1 3402  33 -26 -30 0000 0200
-25 -25  -10 -8  1 3402  30 -23 74 0000 0200
-25 -27  -12 -11  1 3402  -19 15 -41 0000 0200
-24 -27  -14 -13  1 3402  9 -8 -68 0000 0200
-19 -22  -15 -13  1 3402  -75 60 -253 0000 0201
-16 -19  -14 -13  1 3402  22 -17 -250 0000 0200
-12 -16  -12 -12  1 3402  -9 7 -52 0000 0200
-9 -12  -10 -10  1 3402  36 -29 104 0000 0200
-9 -15  -7 -8  1 3370  27 -21 231 0000 0200
-9 -15  -5 -7  1 3370  -9 7 112 0000 0200
-9 -15  -3 -6  1 3370  15 -11 83 0000 0200
-9 -12  -2 -5  1 3370  -72 57 -9 0000 0200
-9 -9  -1 -3  1 3370  18 -14 0 0000 0200
-9 -6  -1 -1  1 3307  18 -14 53 0000 0200
-7 -6  0 0  1 3307  50 -40 314 0000 0200
-6 -6  0 1  1 3307  -10 8 933 0000 0200
-6 -6  0 2  1 3307  -110 88 1586 0000 0200
-6 -7  0 2  1 3307  -67 54 1919 0000 0200
-6 -9  0 2  1 3150  -13 11 1634 0000 0200
-9 -10  0 2  1 3150  57 -45 1049 0000 0200
-12 -15  0 0  1 3150  46 -36 527 0000 0200
-15 -19  -1 -1  1 3150  23 -18 230 0000 0200
-15 -19  -2 -2  1 3150  9 -185 91 0000 0200
-12 -16  -3 -4  1 3055  2 -1172 34 0000 0200
-9 -13  -3 -4  1 3055  0 -2637 11 0000 0200
-9 -10  -3 -3  1 3055  0 -3097 3 0000 0200
-9 -9  -2 -3  1 3055  0 -1406 0 0000 0200
-9 -10  -2 -2  1 3055  0 1247 0 0000 0200
-10 -12  -2 -1  1 3024  0 2627 0 0000 0200
-12 -16  -2 -1  1 3024  0 2304 0 0000 0200
-16 -19  -3 -2  1 3024  -70 1303 0 0000 0200
-19 -24  -4 -4  1 3024  -923 603 -1 0000 0200
-22 -27  -6 -6  1 3024  -2519 250 -5 0000 0200
-27 -30  -8 -9  1 2992  -3557 100 -11 0000 0200
-25 -30  -11 -11  1 2992  -2316 47 -23 0000 0200
-22 -25  -12 -13  1 2992  605 28 -37 0000 0200
-18 -19  -12 -13  1 2992  2700 17 -251 0000 0200
-13 -13  -11 -12  1 2992  2839 11 -1339 0000 0200
-10 -10  -9 -9  1 2992  1772 5 -3244 0000 0200
-9 -6  -6 -5  1 2992  865 1 -4372 0000 0200
-9 -9  -4 -2  1 2992  370 0 -2768 0000 0200
-10 -9  -2 0  1 2992  145 0 814 0000 0200
-12 -12  -1 0  1 2992  54 0 3398 0000 0200
-12 -12  -1 1  1 2992  19 0 3553 0000 0200
-12 -15  -1 1  1 2992  6 0 2284 0000 0200
-15 -16  -1 0  1 2992  1 0 1135 0000 0200
-16 -18  -2 -1  1 2992  0 0 490 0000 0200
-18 -18  -3 -2  1 2992  0 0 194 0000 0200
-21 -21  -4 -3  1 3024  0 0 72 0000 0200
-22 -21  -6 -5  1 3024  0 0 25 0000 0200
-22 -21  -8 -6  1 3024  0 0 4 0000 0200
-21 -21  -9 -6  1 3024  0 -2 -24 0000 0200
-19 -24  -9 -7  1 3024  4 -4 -360 0000 0200
-18 -24  -9 -8  1 3055  -55 -46 -1004 0000 0200
-16 -21  -8 -8  1 3055  -18 -25 -1759 0000 0200
-15 -21  -7 -8  1 3055  -42 -39 -1975 0000 0200
-16 -21  -6 -8  1 3055  22 5 -1524 0000 0200
-18 -21  -6 -8  1 3055  19 8 -916 0000 0200
-19 -21  -6 -7  1 3055  -7 -6 -366 0000 0200
-21 -18  -6 -7  1 3055  58 34 -210 0000 0200
-21 -18  -7 -6  1 3055  -1 -1 -60 0000 0200
-24 -19  -8 -5  1 3055  68 41 -53 0000 0200
-24 -21  -8 -5  1 3055  -37 -23 -31 0000 0200
-25 -24  -10 -5  1 3087  -6 -4 29 0000 0200
-27 -25  -11 -6  1 3087  -24 -15 -15 0000 0200
-30 -27  -12 -8  1 3087  -32 -19 55 0000 0200
-33 -30  -14 -9  1 3087  38 23 -31 0000 0200
-33 -31  -16 -11  1 3087  -6 -3 12 0000 0200
-33 -33  -17 -13  1 3118  72 45 -32 0000 0200
-33 -30  -18 -14  1 3118  -36 -21 -19 0000 0200
-30 -30  -18 -14  1 3118  -2 0 20 0000 0200
-25 -28  -17 -14  1 3118  -30 -18 -14 0000 0200
-19 -25  -15 -13  1 3118  -30 -18 56 0000 0200
-16 -21  -12 -12  1 3150  26 16 -24 0000 0200
-12 -18  -8 -10  1 3150  -9 -5 20 0000 0200
-9 -13  -5 -7  1 3150  79 48 -34 0000 0200
-7 -10  -1 -4  1 3150  -30 -18 -15 0000 0200
-6 -7  1 0  1 3150  6 4 13 0000 0200
-4 -6  3 2  1 3181  -36 -21 -13 0000 0200
-3 -7  5 4  1 3181  -30 -17 53 0000 0200
-6 -9  6 5  1 3181  16 10 -19 0000 0200
-6 -10  7 6  1 3181  -13 -8 24 0000 0200
-6 -12  7 6  1 3181  80 49 -38 0000 0200
-6 -15  7 5  1 3181  -22 -13 -13 0000 0200
-6 -13  7 4  1 3181  16 10 3 0000 0200
-6 -12  7 3  1 3181  -40 -24 -12 0000 0200
-6 -12  7 2  1 3181  -27 -16 50 0000 0200
-6 -10  7 2  1 3181  7 5 -16 0000 0200
-3 -7  7 3  1 3181  -19 -11 28 0000 0200
0 -4  8 4  1 3181  77 48 -38 0000 0200
3 -1  9 6  1 3181  -15 -8 -11 0000 0200
4 0  11 8  1 3181  27 17 -3 0000 0200
4 3  12 11  1 3181  -43 -25 -10 0000 0200
3 1  13 12  1 3181  -25 -14 44 0000 0200
0 -1  14 13  1 3181  -1 -1 -12 0000 0200
-4 -7  13 13  1 3181  -24 -15 34 0000 0200
-7 -13  11 11  1 3181  73 45 -36 0000 0200
-12 -16  8 8  1 3181  -9 -5 -11 0000 0200
-15 -18  5 5  1 3213  37 23 -15 0000 0200
-18 -21  2 1  1 3213  -44 -27 -15 0000 0200
-21 -22  0 0  1 3213  -21 -13 33 0000 0200
-18 -21  -2 -2  1 3213  -8 -4 -10 0000 0200
-16 -18  -3 -3  1 3213  -26 -16 33 0000 0200
-13 -15  -3 -3  1 3213  66 40 -33 0000 0200
-12 -12  -3 -3  1 3213  -6 -3 -6 0000 0200
-9 -10  -1 -1  1 3213  4 3 25 0000 0200
-9 -7  0 0  1 3213  -60 -36 274 0000 0200
-6 -4  0 2  1 3213  9 6 871 0000 0200
-3 -1  2 4  1 3181  109 66 1541 0000 0200
0 0  4 7  1 3181  74 45 1924 0000 0200
0 0  6 9  1 3181  17 10 1674 0000 0200
-3 -3  7 10  1 3181  -63 -38 1101 0000 0200
-3 -3  7 10  1 3181  -50 -31 559 0000 0200
0 -3  8 10  1 3150  -25 -16 245 0000 0200
0 -3  8 10  1 3150  -10 -144 97 0000 0200
-1 -6  9 10  1 3150  -3 -1073 36 0000 0200
-3 -7  8 9  1 3150  0 -2541 12 0000 0200
-6 -9  7 7  1 3150  0 -3143 3 0000 0200
-10 -12  5 5  1 3118  0 -1595 0 0000 0200
-13 -16  3 2  1 3118  0 1075 0 0000 0200
-15 -19  0 0  1 3118  0 2591 0 0000 0200
-18 -21  -1 -2  1 3118  0 2377 0 0000 0201
-21 -24  -3 -4  1 3118  -44 1370 0 0000 0200
-24 -25  -5 -5  1 3118  -823 639 -1 0000 0200
-22 -24  -6 -6  1 3118  -2399 267 -5 0000 0200
-21 -21  -7 -7  1 3118  -3556 107 -10 0000 0200
-18 -18  -8 -7  1 3118  -2483 46 -18 0000 0200
-18 -19  -8 -6  1 3118  400 26 -28 0000 0200
-19 -21  -7 -6  1 3150  2617 19 -219 0000 0200
-19 -21  -7 -6  1 3150  2882 13 -1241 0000 0200
-18 -18  -7 -6  1 3150  1849 5 -3124 0000 0200
-13 -13  -6 -4  1 3150  916 1 -4363 0000 0200
-7 -7  -4 -2  1 3150  395 0 -2971 0000 0200
-3 -1  -1 0  1 3150  156 0 498 0000 0200
0 1  1 4  1 3150  58 0 3254 0000 0200
3 6  4 7  1 3150  20 0 3641 0000 0200
3 4  7 10  1 3150  6 0 2423 0000 0200
1 3  9 13  1 3150  1 0 1225 0000 0200
0 3  10 14  1 3181  0 0 534 0000 0200
0 3  10 14  1 3181  0 0 212 0000 0200
0 3  11 15  1 3181  0 0 79 0000 0200
-1 1  10 15  1 3181  0 0 28 0000 0200
-3 0  10 14  1 3181  0 0 7 0000 0200
-3 -1  9 13  1 3181  8 2 -15 0000 0200
-6 -3  8 12  1 3181  1 -6 -326 0000 0200
-7 -7  6 10  1 3181  -50 -44 -939 0000 0200
-9 -9  5 8  1 3181  -17 -26 -1715 0000 0200
-9 -6  3 7  1 3181  -47 -42 -1970 0000 0200
-9 -6  2 6  1 3181  27 8 -1572 0000 0200
-9 -6  2 5  1 3181  10 2 -954 0000 0200
-9 -3  1 5  1 3181  -1 -2 -378 0000 0200
-7 -1  1 6  1 3181  37 22 -212 0000 0200
-6 0  1 7  1 3181  -4 -2 -43 0000 0200
-6 -3  2 7  1 3181  82 50 -63 0000 0200
-6 -3  2 7  1 3181  -25 -16 -29 0000 0200
-7 -6  2 7  1 3181  11 6 7 0000 0200
-10 -9  2 5  1 3181  -37 -22 -26 0000 0200
-13 -12  0 4  1 3181  -28 -17 62 0000 0200
-15 -16  0 2  1 3213  14 9 -28 0000 0200
-15 -16  -1 0  1 3213  -15 -9 38 0000 0200
-15 -15  -2 -1  1 3213  78 47 -36 0000 0200
-12 -15  -3 -2  1 3213  -20 -12 -15 0000 0200
-12 -15  -2 -3  1 3213  20 12 3 0000 0200
-12 -12  -2 -3  1 3244  -40 -25 -29 0000 0200
-10 -10  -2 -2  1 3244  -25 -16 61 0000 0200
-9 -9  -1 -2  1 3244  5 2 -27 0000 0200
-9 -9  0 -1  1 3244  -20 -12 47 0000 0200
-9 -12  0 0  1 3244  77 48 -39 0000 0200
-9 -12  0 0  1 3150  -13 -8 -10 0000 0200
-9 -12  0 -1  1 3150  30 18 -2 0000 0200
-12 -13  0 -1  1 3150  -43 -26 -30 0000 0200
-13 -15  0 -1  1 3150  -24 -14 58 0000 0200
-16 -15  -1 -2  1 3150  -4 -3 -28 0000 0200
-18 -13  -2 -2  1 3087  -25 -15 54 0000 0200
-15 -12  -3 -2  1 3087  70 43 -39 0000 0200
-13 -9  -4 -1  1 3087  -7 -4 -2 0000 0200
-10 -6  -3 0  1 3087  43 26 -9 0000 0200
-10 -6  -2 1  1 3087  -45 -28 -33 0000 0200
-12 -9  -2 1  1 3087  -20 -12 56 0000 0200
-12 -9  -1 1  1 3087  -10 -5 -28 0000 0200
-12 -9  -1 1  1 3087  -27 -16 60 0000 0200
-12 -9  -1 1  1 3087  63 38 -40 0000 0200
-15 -12  -1 0  1 3087  -3 -1 5 0000 0200
-16 -15  -2 0  1 3024  54 33 -16 0000 0200
-18 -18  -3 -1  1 3024  -44 -27 -34 0000 0200
-21 -19  -4 -2  1 3024  -15 -10 52 0000 0200
-21 -21  -6 -4  1 3024  -17 -11 -29 0000 0200
-21 -21  -7 -5  1 3024  -31 -19 -24 0000 0200
-21 -21  -8 -7  1 2961  54 33 -236 0000 0200
-21 -21  -8 -8  1 2961  -2 -1 -236 0000 0200
-18 -18  -8 -8  1 2961  62 38 -118 0000 0200
-13 -15  -7 -7  1 2961  -42 -25 79 0000 0200
-10 -10  -6 -6  1 2961  -11 -7 212 0000 0200
-7 -9  -3 -3  1 2992  -25 -15 131 0000 0200
-6 -9  -1 -1  1 2992  -33 -19 112 0000 0200
-6 -9  0 0  1 2992  41 25 6 0000 0200
-6 -6  1 0  1 2992  -5 -3 14 0000 0200
-3 -6  3 1  1 2992  28 17 10 0000 0200
-4 -6  4 2  1 2961  -50 -30 242 0000 0200
-6 -7  4 3  1 2961  15 10 809 0000 0200
-7 -9  5 3  1 2961  95 58 1495 0000 0200
-6 -9  4 2  1 2961  71 43 1926 0000 0200
-6 -6  4 2  1 2961  16 10 1711 0000 0200
-6 -4  4 3  1 2929  -62 -38 1148 0000 0200
-4 -1  4 4  1 2929  -50 -31 589 0000 0200
-1 1  5 6  1 2929  -25 -16 259 0000 0200
1 4  6 7  1 2929  -10 -107 103 0000 0200
4 9  7 10  1 2929  -3 -977 38 0000 0200
7 12  9 13  1 2961  0 -2442 13 0000 0200
12 13  11 15  1 2961  0 -3178 4 0000 0200
15 15  14 17  1 2961  0 -1778 1 0000 0200
15 18  16 18  1 2961  0 899 0 0000 0200
13 18  17 20  1 2961  0 2548 0 0000 0200
15 18  19 22  1 2992  0 2443 0 0000 0200
15 18  21 24  1 2992  -25 1438 0 0000 0200
15 18  22 26  1 2992  -731 680 0 0000 0200
16 19  24 27  1 2992  -2272 286 -4 0000 0200
19 25  25 29  1 2992  -3534 114 -10 0000 0200
25 30  26 30  1 2992  -2645 49 -14 0000 0200
31 34  29 32  1 2992  169 29 -20 0000 0200
34 37  31 35  1 2992  2505 20 -188 0000 0200
36 37  34 37  1 2992  2922 11 -1120 0000 0200
36 36  37 39  1 2992  1939 5 -2971 0000 0200
33 33  39 41  1 2961  976 2 -4346 0000 0200
31 30  40 41  1 2961  424 0 -3179 0000 0200
28 28  39 40  1 2961  169 0 219 0000 0200
27 27  37 38  1 2961  63 0 3125 0000 0200
30 28  36 36  1 2961  22 0 3683 0000 0200
30 30  35 35  1 2898  7 0 2530 0000 0200
27 31  34 34  1 2898  2 0 1298 0000 0200
27 30  33 34  1 2898  0 0 571 0000 0200
24 28  32 33  1 2898  0 0 229 0000 0200
19 21  30 32  1 2898  0 0 86 0000 0200
10 13  26 28  1 2866  0 0 30 0000 0200
4 4  21 23  1 2866  0 0 9 0000 0200
-1 1  16 18  1 2866  3 -24 -12 0000 0200
-3 0  10 12  1 2866  0 -7 -300 0000 0200
0 3  6 8  1 2866  -9 48 -885 0000 0200
1 6  4 6  1 2835  -4 20 -1670 0000 0200
4 9  2 5  1 2835  -8 44 -1960 0000 0200
7 12  2 6  1 2835  8 -57 -1633 0000 0200
10 16  3 7  1 2835  1 -13 -1015 0000 0200
18 22  5 9  1 2835  1 -13 -428 0000 0200
25 27  9 12  1 2803  3 -23 -228 0000 0200
28 30  13 16  1 2803  -3 17 -40 0000 0200
27 27  16 19  1 2803  15 -91 -69 0000 0200
22 22  19 20  1 2803  -1 12 -20 0000 0200
13 16  19 20  1 2803  7 -42 -11 0000 0200
10 10  17 18  1 2803  -8 52 -21 0000 0200
6 6  14 15  1 2803  -3 27 51 0000 0200
3 3  11 11  1 2803  0 8 -15 0000 0200
3 0  8 7  1 2803  -4 32 45 0000 0200
1 -3  5 3  1 2803  13 -79 -37 0000 0200
0 -3  2 0  1 2772  -1 7 -6 0000 0200
-1 -3  0 -2  1 2772  8 -55 -16 0000 0200
0 0  0 -3  1 2772  -8 53 -20 0000 0201
0 0  -1 -4  1 2772  -3 23 42 0000 0200
0 0  -1 -4  1 2772  -1 15 -14 0000 0200
0 0  -2 -3  1 2646  -4 33 46 0000 0200
0 -3  -2 -3  1 2646  12 -72 -35 0000 0200
-3 -4  -2 -4  1 2646  0 2 0 0000 0200
-4 -7  -2 -5  1 2646  10 -66 -20 0000 0200
-9 -12  -4 -6  1 2646  -9 53 -15 0000 0200
-12 -15  -6 -9  1 2520  -3 17 35 0000 0200
-13 -15  -8 -11  1 2520  -3 24 -11 0000 0200
-16 -15  -10 -13  1 2520  -5 37 49 0000 0200
-18 -15  -12 -14  1 2520  9 -56 -30 0000 0200
-18 -18  -14 -15  1 2520  0 2 4 0000 0200
-18 -21  -16 -17  1 2488  12 -80 -28 0000 0200
-18 -22  -17 -18  1 2488  -8 50 -15 0000 0200
-18 -24  -17 -20  1 2488  -1 12 26 0000 0200
-16 -21  -17 -21  1 2488  -3 30 -9 0000 0200
-13 -16  -17 -21  1 2488  -5 36 50 0000 0200
-7 -10  -15 -20  1 2457  7 -44 -24 0000 0200
-1 -4  -13 -17  1 2457  0 6 10 0000 0200
4 1  -9 -13  1 2457  14 -88 -32 0000 0200
7 6  -5 -8  1 2457  -7 41 -14 0000 0200
9 9  -1 -4  1 2457  0 2 17 0000 0200
7 6  1 0  1 2394  -6 38 -9 0000 0200
3 3  3 1  1 2394  -5 37 48 0000 0200
-1 -1  3 2  1 2394  5 -30 -20 0000 0200
-4 -4  1 1  1 2394  -1 12 13 0000 0200
-6 -7  0 0  1 2394  15 -92 -40 0000 0200
-6 -9  -1 -2  1 2394  -5 33 -19 0000 0200
-4 -9  -2 -3  1 2394  1 -9 2 0000 0200
-3 -7  -3 -5  1 2394  -7 43 -10 0000 0200
-1 -6  -2 -5  1 2394  -4 34 42 0000 0200
0 -3  -2 -5  1 2394  3 -20 -16 0000 0200
0 -3  -1 -4  1 2425  -2 16 16 0000 0200
0 -6  -1 -4  1 2425  8 -49 -6 0000 0200
-3 -7  -1 -4  1 2425  -6 37 204 0000 0200
-4 -9  -1 -5  1 2425  5 -35 736 0000 0200
-6 -9  -2 -6  1 2425  15 -93 1442 0000 0200
-6 -9  -2 -6  1 2425  12 -76 1926 0000 0200
-4 -9  -3 -7  1 2425  2 -13 1756 0000 0200
-3 -6  -3 -7  1 2425  -11 73 1204 0000 0200
0 -6  -3 -6  1 2425  -8 58 624 0000 0200
-3 -7  -2 -6  1 2425  -3 30 276 0000 0200
-4 -9  -2 -6  1 2394  0 -56 111 0000 0200
-6 -12  -2 -6  1 2394  0 -875 41 0000 0200
-6 -12  -3 -7  1 2394  0 -2332 14 0000 0200
-6 -12  -4 -8  1 2394  0 -3195 4 0000 0200
-6 -12  -5 -9  1 2394  0 -1949 1 0000 0200
-9 -13  -6 -10  1 2362  0 717 0 0000 0200
-13 -15  -7 -11  1 2362  0 2491 0 0000 0200
-12 -15  -8 -11  1 2362  0 2500 0 0000 0200
-10 -12  -8 -12  1 2362  -11 1507 0 0000 0200
-7 -9  -8 -11  1 2362  -646 723 0 0000 0200
-4 -6  -7 -9  1 2362  -2145 306 -3 0000 0200
0 -3  -5 -7  1 2362  -3497 121 -9 0000 0200
0 -1  -3 -4  1 2362  -2786 54 -14 0000 0200
0 -3  -2 -2  1 2362  -49 29 -18 0000 0200
0 0  -1 -1  1 2362  2393 18 -167 0000 0200
0 0  0 0  1 2268  2952 13 -1021 0000 0200
0 0  0 0  1 2268  2019 6 -2834 0000 0200
1 3  0 1  1 2268  1031 1 -4308 0000 0200
4 4  1 2  1 2268  453 0 -3355 0000 0200
6 3  2 3  1 2268  181 0 -44 0000 0200
1 0  2 3  1 2173  67 0 2990 0000 0200
-1 -7  2 2  1 2173  23 0 3710 0000 0200
-10 -13  0 0  1 2173  7 0 2633 0000 0200
-13 -19  -2 -3  1 2173  2 0 1370 0000 0200
-16 -22  -4 -6  1 2173  0 0 608 0000 0200
-18 -27  -7 -10  1 2142  0 0 245 0000 0200
-19 -28  -9 -13  1 2142  0 0 93 0000 0200
-18 -27  -11 -16  1 2142  0 0 33 0000 0200
-18 -24  -13 -18  1 2142  0 0 10 0000 0200
-16 -21  -13 -19  1 2142  5 -36 -9 0000 0200
-12 -16  -13 -18  1 2173  0 -12 -281 0000 0200
-7 -10  -12 -16  1 2173  -10 50 -834 0000 0200
-1 -4  -9 -13  1 2173  -10 46 -1613 0000 0200
4 1  -5 -8  1 2173  -10 47 -1936 0000 0200
7 6  -2 -4  1 2173  10 -73 -1666 0000 0200
10 9  1 0  1 2173  1 -14 -1050 0000 0200
13 9  4 2  1 2173  3 -28 -460 0000 0200
15 9  7 5  1 2173  0 -5 -237 0000 0200
18 12  10 7  1 2173  -4 25 -29 0000 0200
16 10  12 9  1 2173  11 -69 -68 0000 0200
15 9  13 10  1 2173  0 0 -5 0000 0200
15 9  14 11  1 2173  12 -73 -27 0000 0200
12 7  15 11  1 2173  -8 50 -26 0000 0200
12 7  15 11  1 2173  -2 15 37 0000 0200
12 9  14 11  1 2173  -4 28 -22 0000 0200
12 9  14 11  1 2205  -5 38 62 0000 0200
12 7  13 11  1 2205  9 -51 -34 0000 0200
9 6  12 10  1 2205  0 5 16 0000 0200
6 1  11 9  1 2205  14 -82 -28 0000 0200
6 0  10 7  1 2205  -7 44 -25 0000 0200
3 0  8 6  1 2205  -1 6 29 0000 0200
3 -3  6 4  1 2205  -5 34 -24 0000 0200
3 -3  5 2  1 2205  -5 37 66 0000 0200
3 -6  4 1  1 2205  7 -39 -34 0000 0200
1 -6  3 0  1 2205  0 8 26 0000 0200
3 -6  3 -1  1 2205  14 -90 -30 0000 0200
3 -3  2 -1  1 2205  -6 39 -23 0000 0200
3 -3  2 -1  1 2205  0 -1 22 0000 0200
4 0  2 -1  1 2205  -6 39 -28 0000 0200
6 3  3 0  1 2205  -5 36 67 0000 0200
9 3  4 1  1 2144  4 -25 -32 0000 0200
9 3  5 2  1 2144  -1 13 35 0000 0200
6 3  5 2  1 2144  16 -96 -36 0000 0200
6 1  5 3  1 2144  -4 31 -22 0000 0200
6 0  6 3  1 2144  2 -12 12 0000 0200
9 3  6 3  1 2080  -7 45 -32 0000 0200
12 6  7 3  1 2080  -4 34 69 0000 0200
15 10  8 4  1 2080  2 -14 -31 0000 0200
15 12  9 6  1 2080  -3 18 45 0000 0200
13 12  10 8  1 2080  15 -93 -37 0000 0200
12 12  11 10  1 2016  -3 22 -16 0000 0200
12 9  11 10  1 2016  3 -26 4 0000 0200
9 6  10 10  1 2016  -9 49 -36 0000 0200
7 3  9 9  1 2016  -5 31 -9 0000 0200
6 0  8 7  1 2016  0 -3 -202 0000 0200
3 0  6 6  1 1920  -4 25 -195 0000 0200
6 3  5 4  1 1920  14 -89 -156 0000 0200
7 4  4 4  1 1920  -2 15 58 0000 0200
12 7  5 4  1 1920  6 -39 167 0000 0200
15 10  6 5  1 1920  -8 51 135 0000 0200
16 12  8 6  1 1792  -4 29 117 0000 0200
15 12  9 8  1 1792  -1 6 28 0000 0200
13 10  10 9  1 1792  -4 30 44 0000 0200
12 9  10 9  1 1792  8 -47 -4 0000 0200
13 9  10 9  1 1792  -1 14 179 0000 0200
15 9  10 9  1 1728  9 -59 673 0000 0200
15 9  11 9  1 1728  11 -75 1397 0000 0200
15 9  11 9  1 1728  9 -67 1919 0000 0200
15 7  11 9  1 1728  0 -4 1791 0000 0200
12 6  11 9  1 1728  -11 72 1251 0000 0200
10 4  10 8  1 1664  -8 56 654 0000 0200
9 3  10 8  1 1664  -3 29 291 0000 0200
6 0  9 7  1 1664  0 -31 117 0000 0200
6 -1  7 5  1 1664  0 -787 43 0000 0200
4 -3  5 3  1 1664  0 -2226 14 0000 0200
3 -6  3 0  1 1600  0 -3199 4 0000 0200
0 -7  0 -1  1 1600  0 -2106 1 0000 0200
0 -7  -1 -3  1 1600  0 532 0 0000 0200
1 -4  -2 -4  1 1600  0 2421 0 0000 0200
4 1  -2 -3  1 1600  0 2546 0 0000 0200
10 6  0 -2  1 1408  -2 1578 0 0000 0200
